time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,506,507,508,509,510,511
1532995141.384,11,-11,-2,0,-26,-13,5,0,0,0,11,-7,0,-17,-5,-13,9,4,10,-7,14,0,4,-4,-5,-15,-7,0,4,3,4,17,-15,7,-7,7,-6,9,1,3,2,-4,-2,2,9,-9,-9,0,1,-2,0,9,0,0,-12,-3,6,12,-1,-6,2,-9,-14,3,-2,-11,-8,0,8,-4,-12,6,4,-7,2,-1,-4,1,-2,1,6,-13,-1,6,5,-7,-5,6,7,0,0,-3,10,2,5,-20,-5,8,-10,5,7,-3,-9,12,-10,-3,6,8,3,3,-14,-10,12,8,5,-1,1,0,-1,-4,-8,-4,-16,-7,-5,12,10,11,-9,2,7,11,10,11,18,-2,-1,2,-7,-6,1,-5,-6,-6,-17,-7,-9,8,-2,-10,0,-6,4,15,3,0,0,3,8,3,0,2,0,3,-5,-3,4,-13,5,-14,11,-11,-2,-20,3,12,14,10,-4,-11,2,9,-3,11,-6,-8,-5,-2,1,-15,5,9,1,-10,10,-8,-18,0,-7,-19,-14,-1,-5,-9,-8,-11,4,2,-12,-9,-12,-7,3,-7,-24,-7,-3,10,12,3,-10,-4,-7,-6,5,-16,-1,1,-4,7,7,-2,-6,-6,0,-6,-4,-2,3,3,-4,12,4,-1,1,5,7,12,3,2,4,3,16,3,-6,5,12,5,16,-7,-5,-2,-6,-7,12,1,-13,6,-3,-3,-4,0,33,8,12,9,-3,7,13,8,-6,5,-8,-1,3,1,-1,-6,153,28,11,1,7,4,0,-9,-10,0,7,-8,-1,9,-7,6,873,244,11,8,-13,-12,-10,-1,-12,10,13,-12,-8,7,7,11,257,84,8,4,3,9,10,-3,10,8,-3,4,9,-11,-3,5,17,2,-4,2,2,6,9,15,-2,-3,-4,0,-11,7,4,-10,1,-14,-7,-4,-3,-4,5,1,0,-2,6,6,-2,8,-4,3,-2,-12,-1,5,1,3,4,2,3,-7,-12,6,-6,-1,-13,1,-15,-8,0,0,10,-4,-8,-7,16,-4,2,-13,11,1,12,-5,9,-12,-1,-4,-1,-5,1,-2,9,6,-3,11,7,-11,-1,-11,-12,-2,-4,4,-6,-9,10,2,0,14,10,10,-3,1,8,-9,3,2,-2,6,-9,10,1,5,-4,-3,-9,-5,-3,2,2,1,5,-11,4,-12,5,6,-2,-10,1,1,6,10,-3,-1,8,10,6,-7,-18,-3,8,-4,9,4,3,-1,9,2,0,4,-12,-2,-4,-1,2,1,16,-4,2,4,2,-7,-6,-3,4,6,-6,6,-8,-19,2,1,-3,10,4,0,6,-6,-3,6,-1,5,-8,15
1532995141.393,22,-10,6,-5,-4,4,6,0,1,0,0,-2,7,1,9,-6,0,-23,11,-8,6,-3,5,-17,-14,1,-18,-7,7,-4,4,10,6,-4,4,2,-4,-1,2,1,-16,0,-6,-2,3,-10,-5,0,-5,-25,-5,-2,8,6,12,-8,-2,-7,17,12,2,-10,9,15,8,-6,-6,-4,3,0,-5,-6,-4,-7,-5,7,6,18,5,-12,0,-14,0,5,10,5,-14,-5,-4,3,2,6,16,4,-1,-5,1,-9,-32,-12,2,-7,-8,10,4,-6,8,-2,19,-14,-1,-1,-6,-15,-15,-11,0,3,13,-12,-10,5,-8,14,8,-2,-23,-5,1,-11,2,6,5,-2,10,-4,9,-1,-8,-1,-5,3,-11,-6,14,-20,5,10,-4,-10,-5,-11,-1,6,2,11,3,17,-7,0,0,-15,10,-2,-6,-3,2,-2,6,-4,6,-8,13,-6,16,-3,-7,-4,3,13,4,6,8,3,-17,-8,0,-3,-8,-4,3,-3,1,-23,17,-6,-7,0,-3,-2,-4,-7,0,12,-14,-12,-1,-1,-6,-14,-14,10,-20,-4,-3,-6,1,7,4,6,-7,-5,12,9,-8,-24,3,-3,4,7,1,2,1,-9,6,-7,-1,6,4,3,-7,-11,5,-8,0,-7,-17,1,-12,-13,-9,8,-8,2,-2,-7,15,0,2,-8,0,7,5,-6,13,-14,13,-1,6,-4,-7,0,36,15,10,-1,2,7,2,-1,13,-1,-15,-2,6,-3,-9,0,162,38,15,9,6,7,-8,5,-2,6,-3,-5,-4,-1,-6,0,879,233,3,7,4,-6,-9,0,7,4,-6,-1,0,3,-5,1,251,79,18,3,-5,-4,-4,10,2,11,-10,0,-15,0,-11,-1,30,0,3,-25,1,3,7,-2,8,-3,-11,-7,-8,9,-6,-1,-2,-11,-9,1,2,-7,-3,11,-2,4,-4,-1,-11,16,17,15,7,-16,0,-5,-6,0,-7,0,1,5,8,-1,-3,4,2,-5,-6,-2,4,-1,2,5,-4,3,11,8,-2,-14,9,11,3,-2,-12,-29,-9,7,-7,-2,-7,-4,1,0,7,7,4,-6,5,-12,-4,-22,-6,0,-4,-3,3,3,9,-1,-5,-3,14,-15,3,6,-9,-12,2,8,4,-2,5,-3,6,2,-7,-3,0,4,-5,1,-11,-20,-7,4,7,1,2,-1,2,1,19,3,-6,3,22,-6,8,-5,-7,-6,0,12,3,5,-8,-1,8,10,-9,-17,-10,-10,1,-16,-3,-5,-7,7,-6,13,15,13,4,-4,7,2,-5,-8,-14,-19,-3,23,-7,16,8,4,10,0,-10,17,2,-5,-1,-11
1532995141.401,4,-8,-6,-13,2,-10,0,0,0,0,-6,2,-4,-3,5,1,1,-6,-3,-3,2,-4,-4,-2,-16,-17,-5,-16,-1,2,4,23,7,4,-7,0,-11,11,-1,-1,-10,1,-6,-4,-2,5,-5,-26,-1,-8,-19,6,7,-1,6,-7,-7,3,-2,9,13,-16,-4,6,15,-14,12,-9,5,-1,-1,-1,1,4,-8,-1,-8,-1,2,4,-17,-10,2,0,13,1,-7,-8,-2,4,2,3,-13,-25,2,-8,-11,8,-7,5,1,-1,-2,17,-7,-5,-8,2,8,-4,-1,-4,-2,8,5,2,2,-13,4,1,14,3,-5,3,3,10,14,8,8,2,-2,14,4,16,0,4,8,12,4,-3,3,-9,4,-6,-1,0,-3,8,8,5,-5,9,1,-3,5,3,2,-8,2,6,-8,5,-13,-3,-7,6,-5,2,-11,-10,0,12,-9,-9,-5,6,3,-5,-1,5,0,8,-12,7,-3,-7,3,1,6,-4,0,-9,-4,-3,0,-14,-11,2,1,-1,-8,-12,-6,1,-2,0,8,5,-5,-9,-6,-4,-12,2,-3,-8,-3,2,10,22,-11,-2,-18,-6,-25,-10,2,-14,-9,3,11,0,3,-5,-4,-2,10,6,7,12,-6,-12,10,-1,2,-5,2,5,-7,3,6,-6,-3,-4,-14,-4,-9,-7,7,-1,-7,0,5,-2,9,2,4,9,-4,-7,-2,12,49,17,12,3,7,-15,20,-12,12,-3,-3,-10,17,-3,-3,-9,160,37,5,10,-4,3,-8,-7,3,7,-3,5,1,11,6,3,877,250,14,5,12,-4,12,-11,-9,2,6,-9,-12,6,-5,-17,252,82,2,1,4,-5,-1,2,1,12,-7,1,-1,0,-5,-1,29,-1,2,5,6,11,1,14,16,4,4,-3,-4,6,-6,-4,5,0,-4,2,-11,4,-3,6,3,-4,-10,-6,5,10,-3,0,2,-9,5,-7,2,-4,2,-2,3,0,5,-9,-4,7,-18,-2,-2,1,-2,-3,-2,-2,-4,-11,7,3,12,4,11,-3,10,1,1,-12,-13,-4,-5,2,2,-6,3,4,1,8,3,6,3,-5,-3,9,-7,1,-8,-1,0,-5,0,9,-2,9,1,3,3,-6,4,-10,15,1,-2,-3,5,-5,-1,1,-10,-8,-9,1,6,7,-3,3,-5,-1,-5,-9,7,0,10,2,5,4,-1,9,12,0,10,1,0,-6,3,8,-6,-2,3,-3,5,-1,10,-11,-10,-2,-2,-4,2,12,1,1,0,3,-4,-9,-7,2,-16,13,4,3,-7,-7,2,7,-2,3,2,-4,0,-14,-1,6,-11,10,-10,-11
1532995141.409,7,11,-3,3,-3,-6,14,2,0,0,4,-2,1,-10,-6,-8,-4,-5,5,0,7,-6,14,4,-12,6,-8,9,5,10,6,12,5,-1,8,-3,-16,-1,1,-2,-10,7,10,2,7,-8,-7,-12,-9,-14,-1,12,-10,3,1,-2,3,1,-5,-4,0,-11,7,-3,0,6,4,4,1,0,-2,-9,11,-8,-14,1,-2,5,0,-8,-7,-3,11,10,11,5,5,-2,4,-2,12,-1,-5,0,-6,-16,-6,-13,-5,-5,-7,-13,0,-10,-7,-1,-1,-2,14,-12,-9,4,-4,0,-11,-1,1,-3,-4,-6,8,4,-1,14,2,-9,-9,-17,6,10,6,-2,0,7,12,12,18,-6,8,-4,-7,-10,-10,1,-6,-2,-1,2,0,3,-13,-1,-2,7,-7,5,13,10,0,-2,-4,0,2,-7,10,-3,10,-2,8,3,19,5,-4,2,2,-2,-5,-4,1,-17,-1,12,-10,-1,-9,-4,-6,-12,-10,-5,1,-2,12,-15,-1,-5,-6,0,-4,-5,-8,-3,-6,-3,0,-10,-3,-9,5,-14,-10,5,6,3,2,7,9,-4,17,-1,3,9,22,1,-2,-3,-11,-2,2,-5,10,-1,3,7,-4,3,0,-13,8,1,-5,-2,-3,-10,1,2,-5,-3,-1,-12,-6,-1,-4,7,-1,0,2,9,6,-7,4,-2,-15,-3,12,11,10,8,7,4,-12,10,29,6,8,-3,-3,-2,-12,-1,15,-6,-9,1,13,5,1,1,164,44,7,10,-14,-11,-15,11,-6,7,-9,-5,-12,-11,13,1,872,254,4,2,-1,0,5,-3,-19,8,3,5,10,-1,-7,-1,239,74,16,4,6,-4,1,1,4,6,2,-3,-5,-4,-4,9,26,9,10,8,-4,0,3,10,-2,-8,-5,-4,-10,11,6,6,7,1,-5,-1,3,2,8,5,-3,-4,-22,-4,-4,12,-2,10,3,-11,-2,-1,7,0,1,-6,0,-6,2,-4,-5,-3,0,17,-16,-1,11,-5,-3,-4,4,-3,-2,6,4,-2,12,8,-2,8,8,-23,-2,-10,-3,0,1,5,-8,4,4,-4,2,2,0,-4,-2,1,-5,15,-3,3,2,-9,8,9,6,11,-5,-4,1,-11,-4,-6,-3,4,2,-4,-4,-3,-16,-5,-10,0,9,-3,10,-10,-8,11,-11,13,-9,-5,1,-7,1,2,13,-5,-8,2,23,11,5,4,-6,3,-8,9,12,2,-3,0,2,-10,-11,-6,-7,-4,0,-6,4,-7,3,10,-4,-4,14,0,4,16,5,4,-7,7,-9,-15,-2,-5,-6,10,19,-11,3,-5,-1,2,-6,-3,8,-7
1532995141.415,-7,-11,10,-8,-10,-2,0,0,0,6,5,-8,-7,-9,-12,-7,3,-11,-1,-1,0,-12,-13,-1,-6,5,-1,-4,-4,-1,3,3,12,-5,-5,-4,0,3,0,6,-5,-7,5,-5,-11,-7,-13,-20,-11,-20,-24,-5,9,1,23,0,-1,6,9,5,-3,6,-14,-2,7,-17,-6,-7,7,-6,-10,-1,-3,6,2,-8,-5,-4,4,-16,3,-28,4,18,-2,-9,0,3,-7,-10,0,-10,2,-6,1,-9,-5,2,-15,-12,-10,-15,9,2,-8,-3,6,1,8,-4,-20,-2,3,-7,1,-8,0,-2,5,2,13,-10,-7,-15,6,20,4,10,13,-19,3,7,21,21,8,4,4,-1,-4,8,-13,-6,-12,-26,5,-15,-1,13,-3,-6,-7,1,-4,3,3,5,-1,8,4,2,-6,-13,-8,-5,0,-11,9,-16,-2,-4,20,1,9,-9,12,-1,-7,1,4,-9,-2,16,2,-2,-17,-8,-8,-12,-6,-26,5,-4,7,-9,-4,-12,-7,1,8,3,3,-4,-8,3,10,3,1,-20,-9,-9,-7,10,5,4,1,-7,-4,4,8,6,-2,13,-1,-1,-17,-16,-2,-3,-8,5,9,7,14,0,7,-4,4,0,-3,14,-10,-24,0,1,-6,9,0,-4,-5,2,1,5,9,2,-6,1,9,-4,3,-2,-12,-7,12,11,8,10,2,-4,2,11,-5,2,22,8,17,-16,-13,-10,-3,-8,8,8,1,1,8,3,-10,-1,153,40,-2,-3,-6,-4,-10,-21,-8,-16,-5,7,7,-13,5,13,894,232,4,10,4,10,-5,2,-10,1,4,-10,3,12,-3,-9,251,70,19,13,17,3,6,-6,9,2,0,6,-10,-15,-9,10,17,2,10,1,10,-5,-4,-3,-3,-15,-19,8,-6,12,4,1,1,-17,-11,1,2,-6,-2,16,-7,-12,9,-4,3,2,8,-1,1,-14,1,1,0,-2,6,-4,14,8,-9,5,5,-23,10,9,-9,-14,11,8,-7,-6,-6,-4,-9,2,-13,1,-4,0,7,6,12,-21,6,-5,4,4,-3,7,3,6,11,10,9,0,6,-3,-1,-20,4,6,1,4,9,14,-4,2,7,6,-15,-3,8,-1,-3,-22,3,0,1,-18,-11,-4,-5,-3,-6,-14,2,-11,5,3,-4,-21,-5,1,7,4,-9,-5,-5,-2,-6,-2,-7,9,14,12,6,-9,-6,-9,4,10,4,2,-1,5,3,-4,-7,6,4,9,-1,-19,-2,12,1,5,1,4,13,10,0,-1,-8,8,-11,2,-17,1,7,9,5,5,15,-9,-1,0,-9,-1,1,-5,-2,2
1532995141.431,3,-11,0,-6,-14,-9,0,0,2,1,5,1,5,-11,1,-8,-13,-9,21,-2,0,0,0,-7,2,-3,-10,-4,9,3,13,5,-9,-2,-11,-8,-10,2,16,10,-10,-11,-8,1,5,-6,-3,1,7,-2,2,0,-10,-7,-13,7,-7,-2,3,-1,-6,-6,5,-6,1,2,-2,11,-3,-4,9,3,-2,11,-1,-18,-2,4,1,8,-6,-10,-2,-5,-2,5,0,-6,-15,11,-6,-4,2,5,-2,-4,-2,2,-5,12,9,-7,-1,5,-4,-4,3,10,-4,-13,-11,-3,-9,-4,-8,3,3,7,4,-4,11,11,13,-5,6,5,-2,-30,13,-13,16,12,2,14,14,18,8,1,2,8,-7,-11,7,-5,-5,-19,3,0,0,-4,-7,4,-6,-2,3,-7,2,3,8,-2,6,-1,-11,-9,6,0,-10,-13,-7,4,4,-5,0,-5,9,1,5,10,-21,0,4,15,-1,-2,-3,-9,-5,-9,-12,-9,-4,-11,-2,6,6,-10,-7,0,5,-12,-17,5,1,3,-9,-2,1,9,0,-3,-13,9,2,6,-2,3,-3,0,12,-1,-5,2,8,-2,-11,-7,-2,2,-11,-5,2,1,-6,-23,10,3,-2,7,9,-11,-1,-6,6,-9,3,-4,0,0,-7,-11,-11,-1,-12,9,0,-6,9,8,-6,0,0,1,-4,5,6,-3,5,2,-7,-6,-1,10,36,14,17,10,-4,-2,-3,-17,-3,-2,-5,1,20,1,-4,10,165,40,7,17,-9,-8,5,4,15,14,7,-5,-2,3,5,10,891,244,16,0,-2,-12,4,-13,-3,9,-2,-10,-6,-11,0,-1,248,76,28,10,8,4,9,18,1,-8,0,-3,-16,-2,-9,6,14,5,10,-2,10,-3,-1,15,13,-7,20,8,-6,1,1,-12,1,-3,-11,-8,-1,-7,-2,1,-12,-13,0,-10,-3,11,5,4,12,-5,-2,6,6,-6,-6,8,0,-11,-6,5,5,5,4,11,-15,7,-1,4,7,2,-6,-1,4,1,10,12,13,12,-7,11,12,2,-8,0,10,6,-6,-8,9,11,-9,2,12,-8,-7,-10,-6,3,4,2,1,9,-2,5,3,7,-16,11,-1,9,2,-2,-3,-1,-6,-13,1,-2,-8,-4,2,10,-9,6,-7,-4,-9,-7,-4,-12,-14,-9,-4,6,-3,-16,4,3,6,-11,2,1,11,7,-6,-10,-4,1,-1,-4,-2,-13,0,-5,0,1,-1,-1,-6,8,-3,-4,-8,-1,-1,-1,-2,-8,-1,-5,2,7,6,3,2,10,0,1,1,-1,2,4,0,-6,3,5,0,5,1,-4,-2,10
1532995141.436,5,1,0,-2,-5,4,14,5,0,0,-2,-7,1,-19,-5,8,-11,-9,2,-2,11,13,-2,4,-6,-12,-23,0,-8,7,-3,16,-4,-18,-5,-8,-15,-8,7,-9,-12,3,8,-4,-9,4,-19,-17,0,-21,-1,8,1,-13,1,5,-8,-11,9,-6,-7,2,2,-2,-3,17,-22,12,-5,-7,7,-5,0,-10,-1,12,-12,-2,-2,9,-1,3,5,12,-1,-7,-2,-5,0,-1,-3,-6,8,-10,-8,-6,3,5,1,7,7,0,4,0,1,3,-3,-1,4,1,-5,-2,2,15,17,4,-1,-3,2,-2,3,2,-10,-1,-14,19,4,-9,9,2,6,6,10,11,9,0,-2,-7,2,10,5,11,-3,-29,-3,-3,6,-2,17,-10,-6,-13,3,2,6,12,4,10,-2,-4,-10,-7,-1,-11,5,-6,-3,-14,-5,8,1,-7,-4,-7,15,11,-7,4,1,0,0,18,3,0,-4,-8,-2,-2,-16,-11,-4,-10,6,-10,-1,0,-5,-3,-4,-4,6,-4,10,7,9,-1,7,16,-10,-9,-7,-9,10,3,5,1,-1,1,5,4,-12,-3,5,-4,-3,-22,4,9,3,-2,3,3,8,0,0,4,6,-7,9,-1,7,0,-6,-11,-4,-1,7,1,1,14,10,-3,-7,4,-3,7,17,-4,-6,-11,-1,-2,-15,-5,-1,4,5,-9,13,-8,2,-7,24,23,14,2,-14,-5,1,-6,8,8,-2,-4,13,2,2,-4,167,37,10,6,11,-2,-25,-1,-1,3,-5,-4,-9,-2,2,5,884,241,4,1,-6,-3,8,7,2,1,7,-6,19,-1,0,0,250,84,10,3,-3,4,13,-1,3,2,-15,-8,-11,-1,-12,4,22,-4,7,2,6,-6,-9,11,9,6,-1,-6,6,0,1,-5,3,3,-2,-10,-11,-4,-4,3,-10,-12,6,9,-1,15,-1,5,6,1,-17,-2,-1,0,-2,7,-1,-1,0,-3,4,-21,-10,0,-10,-11,17,2,-2,-10,-8,1,3,-7,5,-1,-5,5,-4,3,-1,-7,3,4,3,3,1,0,3,9,-1,2,-1,-10,3,3,-7,9,-2,-11,1,-6,5,1,-4,-4,-10,-2,9,-7,-1,-7,-9,-12,3,6,3,-2,7,4,-8,-6,-15,-11,-2,-3,0,-12,-4,-11,-11,1,-2,3,-8,-11,15,-4,3,-4,-2,-6,0,10,-13,-4,-1,-9,-7,9,7,7,-4,8,0,5,3,2,1,11,-4,-1,-5,-2,-11,10,5,3,-2,13,-3,17,11,4,2,-4,2,7,4,-8,-10,1,13,11,-1,-6,-21,-11,-6,-11,-2,2
1532995141.444,9,-21,9,-9,-5,2,1,0,0,2,2,-9,4,-9,9,13,-23,-16,-12,4,1,5,2,-2,-20,-3,2,21,-8,-4,14,7,2,-25,-6,4,-2,1,5,5,5,-8,-5,-6,4,2,-8,-13,9,-12,-5,-3,10,11,-4,9,-7,-8,-4,-15,0,12,12,-1,3,-12,13,-18,-5,-9,-1,-8,-15,-17,2,-6,-6,-13,-4,7,-13,-20,3,11,12,4,-4,8,-9,8,-3,14,-2,-5,-4,5,3,-8,-6,-1,14,-14,1,-6,-4,-10,0,0,1,-10,-4,-20,-7,-8,-9,9,-7,-1,0,-2,4,4,6,4,-1,-5,-1,-27,12,-8,8,5,20,12,16,7,5,4,-10,11,-11,-12,-2,-6,-6,-4,1,3,-5,5,-18,-10,-6,5,0,10,7,-8,-1,-3,-7,-14,-9,-12,-4,-7,-2,-8,-8,1,8,4,5,0,1,-3,-5,-12,0,-7,3,-6,1,0,-19,-16,-11,-4,2,-16,-7,-15,3,-16,1,-4,-14,2,17,12,-5,5,4,-1,6,9,-1,-4,-7,-13,-17,-3,-12,-2,-7,-14,0,15,8,11,-9,-8,3,0,-3,-14,-6,-1,6,-3,-11,6,6,-4,4,11,15,9,1,12,-5,-25,11,-12,-7,-8,-1,-8,12,1,-11,-8,8,-4,-2,-4,11,-11,-1,0,-13,12,-5,-2,6,3,-1,-2,1,-13,-5,6,27,7,16,1,-8,-9,-11,3,0,1,-2,-12,13,3,-6,-12,164,36,21,8,5,0,-8,-7,15,5,19,-3,-9,17,0,11,884,228,0,3,-6,-1,-9,1,12,9,-2,-5,1,9,14,11,259,83,18,5,2,1,11,-1,-11,-5,-12,-10,4,-6,-8,-4,22,-2,12,1,3,2,7,14,10,-1,8,9,-3,9,-4,8,-6,-4,-9,-3,1,-5,9,6,6,-3,-6,-2,-1,16,0,24,6,-6,12,-3,-4,-7,5,4,0,-11,-12,13,-2,-2,-3,1,-16,-9,16,7,1,-2,-1,-2,7,4,13,-12,-5,3,3,1,17,-22,-6,-6,1,5,-10,3,4,8,-6,9,-1,5,4,10,4,-10,-12,-1,1,-6,0,-5,8,-2,-7,2,-8,5,3,9,5,-20,2,10,3,-2,8,-2,2,-4,0,-10,-2,1,-8,1,-4,-7,-4,-6,12,6,-16,0,-7,-6,-3,5,-8,6,3,13,-15,-31,-13,-5,-9,1,0,-11,-14,-8,6,-5,-2,-8,2,1,-1,-17,-9,-3,-14,4,-3,6,2,12,-9,0,2,5,-8,-3,-6,-14,0,-1,7,4,8,14,9,-1,-3,-5,-3,7,-1,3
1532995141.451,-9,-10,8,-18,-5,6,7,6,0,0,-7,0,2,5,11,2,-14,-8,-6,-18,-8,-10,6,-4,-18,-2,-9,5,2,6,3,2,-13,-4,0,-11,-14,-12,-4,-10,-5,3,-1,-6,1,0,0,-6,3,-7,-9,1,7,-1,-4,-3,-2,9,7,-8,-6,0,11,0,19,9,12,-1,19,12,2,-4,-7,-7,-3,-3,-8,0,1,8,-10,-12,-4,2,3,-8,-7,6,-4,0,-8,11,-10,-5,-8,-4,3,0,6,-3,1,-11,2,-11,-15,7,17,3,2,-3,-17,-6,-1,19,2,-8,-10,9,-3,-1,3,-1,14,7,0,8,1,12,6,7,1,10,4,13,13,8,-9,2,0,-8,0,-5,-6,-5,3,-9,1,-5,8,2,8,1,9,-16,1,13,-1,0,7,-2,-7,-9,0,-2,8,-10,2,0,-6,-4,-7,-16,15,-11,0,1,4,-1,5,0,-6,11,-2,1,-1,-11,-7,2,-6,-6,2,-17,9,-5,0,0,-2,2,1,-9,6,-4,-14,-11,1,-5,-2,6,-4,-8,-21,-15,1,2,-6,-7,17,7,3,14,-2,5,-4,1,-12,-9,-10,-6,3,0,17,-6,8,12,-5,-1,-2,10,-6,4,-2,4,-8,4,-1,7,-1,6,-8,2,2,1,-3,3,3,12,1,-6,-5,-8,-22,0,-14,-10,2,-11,15,7,5,-6,-5,-14,33,15,15,-4,-8,-3,-4,-2,8,-4,-7,-9,2,-2,2,4,161,47,8,6,-4,-6,-5,1,-11,3,-1,12,4,3,-7,15,887,251,11,7,6,-13,-3,-1,-10,4,-7,-11,11,-11,10,4,242,88,14,14,4,8,5,6,-3,8,-5,2,-10,-20,-6,0,19,-9,5,4,0,-4,-2,-3,21,3,6,1,-6,0,-7,3,0,-16,-4,1,-5,-11,-6,1,2,-5,-2,-2,5,11,5,7,6,-14,-1,-8,-4,-4,-10,2,5,-7,1,-5,5,-7,-16,-4,-10,5,0,5,-2,-2,11,2,-6,-10,3,0,-4,-8,-1,-4,2,3,3,-2,-5,-1,-4,1,0,9,-8,1,3,-2,2,-4,-10,4,-1,3,-5,8,5,8,16,2,11,-4,-4,7,-8,-8,-11,6,-10,3,-5,9,2,2,7,0,-2,-1,2,2,-3,-15,-6,-10,4,7,6,-3,1,-2,1,-2,1,0,-4,13,14,-2,5,-12,0,-6,3,6,7,-1,-12,-10,-11,-2,-16,4,4,2,-7,-12,-1,12,1,15,-3,1,-5,5,1,6,6,6,3,7,-9,-6,16,3,-2,0,5,3,5,0,-5,7,10,-6,-2,-7
1532995141.46,1,-19,15,-12,-23,-9,17,17,15,0,15,9,1,-15,8,6,-5,-11,14,10,10,7,14,12,4,-13,10,7,5,2,-3,-5,-11,-20,0,-5,-6,9,-22,-5,-6,-8,-13,15,10,12,0,-7,-1,-13,1,-6,-9,3,-9,2,-5,-2,-12,-19,-3,-4,-8,3,12,3,-10,-2,1,6,4,2,-1,-20,-9,-4,-6,-7,11,-6,-8,-18,-9,-2,-1,-4,-5,-5,2,2,-2,0,1,1,-8,5,-1,0,-9,-1,6,3,3,-12,-6,9,-6,-8,-8,-7,-17,-1,-5,-12,-9,-9,-2,0,5,-5,19,1,7,6,5,-2,-11,-8,2,-12,-1,2,-6,11,8,7,-3,-15,-16,-3,-8,-6,-9,-6,-10,-24,-8,-6,10,-16,-6,0,2,-5,-2,3,4,14,1,3,14,-21,-2,1,-5,-3,0,-1,3,4,2,-1,5,-3,12,12,9,-7,6,-7,12,9,-4,-3,-5,-6,-1,-8,-7,-10,-1,-12,-1,-27,-8,-1,0,-6,-1,5,2,-2,5,13,0,3,4,8,-8,-20,-8,3,0,-13,-27,-17,4,15,0,0,0,-2,8,-12,-10,-12,-16,-4,-1,4,16,6,7,-1,5,-6,9,-9,3,6,-3,-8,-4,-6,-14,-1,-2,5,-12,-17,-4,-12,-7,5,0,2,13,-15,5,3,19,1,-12,1,10,12,9,15,1,11,-6,12,40,9,13,1,-9,1,16,10,-8,13,-4,8,22,-3,5,6,169,38,3,11,4,4,6,-4,10,11,5,-1,3,11,8,3,889,230,0,-9,8,-9,-1,-8,-5,6,-1,-3,4,6,-3,-2,241,68,33,2,0,1,-2,-4,-13,7,-8,-14,-11,-9,-3,5,24,-3,6,-5,5,0,12,2,11,-4,3,6,-5,6,4,5,2,-22,-15,-3,-3,-4,2,18,-5,3,1,9,-4,7,-7,6,2,-1,-3,9,-2,3,7,4,-5,-2,4,-3,-11,-11,13,-2,0,-10,1,1,10,5,1,-2,-1,10,-9,4,1,-6,15,13,10,-3,3,6,5,-5,-5,-6,4,5,3,-9,-1,3,-1,-5,-3,-10,-3,5,-6,6,10,-7,6,10,-9,1,-2,-6,8,-12,-8,-22,13,-7,-9,7,1,1,3,-16,-8,4,4,-11,-12,-2,-10,-14,-6,6,5,0,-2,0,-1,-8,15,-4,-2,0,5,0,-2,-9,-4,-10,-5,2,-4,-2,-8,1,-5,2,-5,-8,1,9,-17,-12,-3,8,-9,-1,-7,6,12,-2,12,8,5,-4,-3,-6,-16,-12,-8,-1,0,7,1,-4,22,-7,-5,3,3,7,0,-2
