time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,506,507,508,509,510,511
1532995138.057,-18,-19,-17,-32,-30,-19,7,7,7,0,-10,-13,10,6,1,-3,-48,-116,-112,-70,-41,-10,-12,6,-2,0,4,-1,-4,-2,27,9,-67,-111,-100,-102,-32,-9,-17,-10,-5,10,-6,3,-10,-4,3,8,-45,-97,-102,-70,-49,-16,0,-13,-22,-8,18,0,5,15,-7,-10,-12,-26,-17,-22,-15,-22,-4,-5,-2,6,-10,4,-4,-6,3,2,-6,7,1,-9,-10,-23,-7,3,-5,-2,3,-6,-2,5,-6,-7,-7,4,11,-2,-5,3,-8,-3,2,3,-7,-9,20,-4,-5,3,10,24,18,9,-7,6,-7,2,4,-10,4,-1,10,9,15,18,2,15,5,3,4,-7,3,-14,-12,3,4,4,-10,0,2,5,14,8,16,3,3,14,7,-4,5,9,-7,8,1,0,0,-13,8,17,14,-4,10,-6,7,5,1,11,-4,-7,5,-11,2,-23,16,15,15,7,4,-7,-17,6,1,-1,1,1,-1,-6,0,2,-3,14,8,20,6,0,-3,-6,-3,10,2,9,1,-14,-6,8,10,18,11,-3,0,2,15,20,11,1,9,-1,-1,15,-2,-4,12,21,16,16,12,5,-10,2,17,-14,3,3,9,-2,-1,-3,16,-1,-7,3,12,22,-1,0,8,6,-3,-2,-2,-13,6,3,-5,3,0,22,9,5,-9,-12,12,-1,0,-5,3,-3,-4,9,11,7,15,5,11,9,1,7,0,6,1,2,-5,6,-9,-1,-4,9,10,9,7,1,3,2,-1,-23,-13,8,-3,4,-4,-2,6,4,10,5,2,5,13,-11,-13,-1,-10,-12,11,-16,0,-10,9,17,26,20,3,5,8,8,5,3,-8,-2,0,0,3,-4,7,13,14,3,1,-2,2,10,-16,-5,0,3,-6,-4,-6,10,12,24,25,22,2,7,12,6,1,7,11,7,6,0,-2,0,7,14,-1,11,9,6,3,-10,14,-1,-10,-3,1,-5,-3,-1,-1,13,14,13,-3,-11,1,1,-3,5,-1,16,-4,8,6,8,3,26,22,12,13,-3,0,0,-3,-9,-9,-8,-7,-1,3,-13,15,14,7,5,10,19,10,6,-6,-7,-5,4,4,5,-1,11,10,16,34,26,5,1,-2,8,-4,-5,10,-4,-10,-5,-9,-8,3,14,15,17,7,-5,-3,4,-7,1,13,-7,0,6,6,5,1,5,7,23,13,11,-2,1,-1,10,3,3,8,-1,-7,-4,4,25,17,9,0,0,6,3,1,-4,20,-3,-1,5,7,3,6,19,15,11,-8,8,19,-1,-6,11,-5,0,-3,12,2,7
1532995138.067,-27,-8,-30,-21,-27,-22,0,0,0,6,7,-8,9,7,1,-7,-46,-108,-97,-85,-41,-4,-10,-3,-17,-3,-5,11,5,2,11,-1,-65,-118,-126,-98,-45,-22,-9,-1,-11,-3,-2,-5,2,6,6,5,-52,-94,-99,-62,-40,-22,-2,-15,-6,-5,-7,5,4,-6,-14,0,-23,-20,-23,-21,-9,-2,-3,-10,8,-1,-6,-16,-2,-2,0,-7,-1,9,-2,-14,-4,-14,-12,-11,-2,11,10,12,9,0,-9,-1,1,0,4,9,11,-6,-19,3,-11,-1,0,-7,-6,-25,-2,0,3,-11,-10,7,2,6,-2,-2,4,8,2,4,5,-3,-13,-18,1,1,2,11,-2,-7,1,-6,-3,0,-14,-16,-2,-8,5,5,-3,17,6,7,-7,-11,2,4,11,-3,3,-6,-9,-8,-9,-4,4,13,2,3,1,-12,5,-9,-2,2,-3,-11,16,5,14,-14,6,17,21,11,1,3,-2,5,-2,-17,-1,12,4,-2,3,5,-4,13,2,14,9,7,-5,-1,-3,3,0,-1,6,0,3,5,12,20,26,-12,15,15,10,0,8,10,3,7,-2,10,-14,2,8,17,19,14,8,8,-9,1,2,-11,4,-4,5,11,5,-3,18,16,14,13,0,-12,0,-8,-5,-12,-2,0,6,-6,3,-12,9,8,24,8,18,5,8,5,6,11,4,0,5,1,-4,9,9,0,6,18,17,9,-4,-1,9,-3,5,-5,-18,4,3,-1,-5,17,16,28,1,-2,7,7,5,2,10,1,-4,2,5,8,17,14,16,12,8,2,-1,-3,5,2,-9,2,1,-3,5,9,2,13,26,13,11,18,-6,10,-1,-3,-10,3,2,1,-3,-1,9,24,17,21,7,-11,-6,0,-13,-14,-2,-16,-6,-7,12,14,11,23,16,17,8,4,4,-4,22,1,6,6,3,10,-5,9,9,19,20,6,3,3,1,-5,-1,5,-3,-7,0,8,6,5,4,6,6,-9,-3,9,2,-12,-3,11,6,1,1,0,2,2,8,22,18,19,-10,-6,7,8,-6,-11,-5,0,-5,0,1,0,17,24,21,14,-7,16,5,5,5,5,-16,3,3,0,10,5,9,18,15,13,0,9,-2,4,2,9,-4,13,1,-7,-9,-2,5,13,20,4,8,-11,9,14,-2,10,5,-5,-4,1,-2,-10,3,4,15,4,10,8,5,5,2,4,4,5,2,-3,6,2,6,10,19,24,6,8,10,7,-8,-13,7,14,-19,6,-7,-3,2,24,12,12,-10,2,11,-2,0,-1,14,14,8,10,2,15
1532995138.076,-23,-11,-19,-18,-22,-32,0,0,0,0,-6,1,10,-6,-8,-2,-34,-108,-105,-69,-49,-17,-12,-6,-5,-2,-2,8,-10,-7,11,14,-62,-115,-109,-111,-44,-13,-7,-8,-13,-5,-12,-1,-3,-3,-7,7,-52,-101,-85,-69,-48,-17,-36,-11,-8,3,-7,21,14,3,2,-11,-17,-20,-26,-15,-17,-3,-1,-17,-7,0,-6,-4,8,-8,-13,1,-10,3,-8,-17,-2,-24,0,-8,-10,-4,-16,-13,-2,6,-6,7,-2,9,5,-4,-7,6,-4,-17,3,10,-13,0,2,6,1,2,18,14,16,4,-6,9,0,-5,1,3,-1,7,0,-9,18,0,-2,14,9,17,-10,5,-19,1,-8,-8,-5,-7,8,-5,5,7,3,-5,14,1,7,-9,7,-8,0,-5,-10,-12,-2,-8,6,8,7,10,6,6,5,-4,10,14,-10,3,0,-11,8,-4,-7,0,3,2,7,11,6,2,-10,2,-1,3,8,9,-1,1,0,-5,17,19,12,21,1,3,-10,2,-8,1,-3,5,-2,-6,9,1,12,26,9,10,10,5,2,-3,12,-16,-6,4,2,-11,7,-8,-4,-1,14,5,16,4,6,13,0,2,4,8,9,17,-4,8,-3,1,-3,10,4,12,2,-2,9,7,7,3,4,0,0,2,-6,14,13,11,16,-5,7,-4,4,6,4,6,6,1,-4,17,8,18,31,12,0,5,-2,2,4,-2,8,7,-11,-5,3,-5,4,17,20,16,20,19,3,10,-7,6,-5,-3,0,-13,-7,0,14,9,26,18,9,10,10,12,0,0,-9,-1,-9,0,-6,-5,11,25,13,10,18,1,5,4,12,10,5,3,12,7,3,-8,11,21,9,7,23,0,2,3,3,-10,-11,-7,-8,-6,12,3,5,20,14,23,15,0,6,-4,5,-1,9,6,-5,16,-8,-7,0,19,3,-9,-2,2,-6,7,3,15,3,-4,-5,-4,-8,-8,4,18,18,8,-2,2,10,-9,1,-8,-3,1,-7,9,4,-17,11,13,19,7,2,1,3,-1,6,-7,-2,-3,-7,5,-7,-4,6,18,22,11,-3,9,7,19,1,-9,8,3,-4,3,-4,7,9,15,16,2,-8,2,3,7,-3,-1,2,1,-4,7,-6,-6,0,10,16,18,5,-4,9,3,-4,-6,14,-2,6,1,-2,7,13,16,19,26,14,14,7,5,6,5,4,2,8,-6,1,1,7,10,4,21,-2,-4,6,-1,11,-6,7,-6,1,-5,4,-9,8,27,16,12,-1,-7,16,10,-2,6,8,2,3,1,13,1
1532995138.081,-13,-18,-35,-32,-35,-25,0,0,0,10,3,-6,-5,-1,-6,4,-44,-96,-111,-73,-30,-10,-12,-15,-14,6,10,-3,1,5,13,-4,-63,-98,-112,-111,-40,-22,-11,-3,-9,-3,13,1,1,-4,2,5,-38,-95,-92,-60,-35,-9,-4,-7,0,-1,-1,-8,6,24,11,3,-18,-28,-16,-25,-21,-12,-5,-5,-6,-14,-16,5,9,-3,-11,-1,-11,-1,-14,-2,-15,-26,-11,-13,-9,-5,-4,-2,2,-4,-7,6,3,-11,-1,-8,-7,-9,-15,-6,-3,-1,2,-11,3,-1,-9,10,-7,0,-3,-6,0,-6,-4,5,6,2,4,13,11,-10,-11,-11,10,6,3,10,-4,9,3,-1,-4,12,-6,-5,0,-15,4,2,11,3,1,12,4,8,13,-1,1,-13,-10,-4,-16,-9,-4,-10,15,21,6,5,8,-6,3,12,3,18,9,10,15,7,7,1,-3,13,22,11,18,10,9,0,-6,-1,-8,-10,0,3,2,-10,7,12,9,7,-8,-3,-7,0,9,0,-1,-2,11,-7,2,-4,11,13,0,6,4,12,-5,-5,10,-14,9,-9,-15,-3,9,-1,1,19,17,-5,10,9,-1,-10,-5,-5,0,1,1,10,-5,9,11,6,15,12,4,3,4,-4,-3,-6,-6,-1,-10,2,-7,3,2,13,16,22,22,-10,3,-3,-7,8,-9,-1,-11,-3,-5,9,5,14,25,23,12,-6,-19,22,-1,0,13,9,-7,3,-1,14,3,19,17,24,5,1,15,2,10,11,9,12,7,19,7,11,19,19,11,14,0,5,9,1,13,11,-16,-5,-14,8,2,-4,13,21,10,15,15,4,4,5,4,3,1,11,4,3,14,-13,13,11,18,9,-1,-2,1,1,-2,-14,0,1,-5,5,17,7,-2,16,17,2,-3,4,2,-9,-3,-8,2,8,7,9,8,3,11,20,12,11,10,15,11,8,-2,-1,-1,-5,2,4,-7,2,12,14,18,2,14,15,-3,1,-4,14,-10,8,3,-4,-2,-4,4,7,16,20,5,11,5,12,-10,-6,-3,-1,0,-1,0,-13,8,9,10,10,0,13,3,9,10,13,-2,-1,-6,-7,-2,-12,5,5,16,18,3,6,8,5,4,-5,4,-6,-6,-5,-10,1,4,3,27,8,3,-8,5,12,-8,1,18,0,1,-3,8,10,-4,25,13,22,16,2,10,6,13,1,-3,7,12,-7,-13,-4,7,14,23,20,1,11,2,-3,6,-4,8,1,11,8,6,0,7,20,4,6,19,14,3,11,-4,-7,-5,10,4,-3,6,-2
1532995138.091,-16,-15,-36,-32,-19,-24,0,0,0,0,-2,-2,-1,-6,9,-4,-49,-96,-108,-67,-40,-12,-18,-8,-22,-12,-20,8,8,9,5,8,-71,-110,-109,-121,-44,-24,-10,-20,-9,-12,-8,-5,-14,3,-6,-2,-43,-95,-102,-82,-36,-21,-19,-10,-4,-10,-3,-7,1,6,-3,6,-20,-12,-16,-25,-28,-21,-3,-19,-6,-3,1,-7,-12,-8,-6,-8,-1,-2,-17,-12,-6,-12,-13,-7,-12,-17,-14,-7,-13,-3,-14,9,1,-8,-4,2,-7,1,-7,-12,10,0,-5,6,10,-16,-4,-6,18,13,15,-3,6,-5,0,-11,6,13,-16,1,2,19,13,8,-11,16,15,3,5,-6,7,-4,-13,10,-4,0,1,-11,-3,-7,6,10,1,3,4,-7,11,-7,-9,-5,-5,3,-6,-14,-5,-1,10,3,12,18,5,-8,7,2,-16,9,4,-14,13,8,6,4,12,16,13,26,9,-2,4,3,-16,-3,9,-9,4,-5,-12,-7,-4,12,12,7,7,14,1,4,2,-2,-8,-7,-10,3,7,-4,9,13,12,0,1,10,-4,-11,4,-4,-8,-5,1,-5,8,-10,11,7,1,7,3,3,-3,5,7,-1,2,-1,14,-4,15,12,3,0,18,30,7,14,-1,12,0,-2,14,6,0,-3,-8,-3,3,19,22,13,16,3,7,-3,-4,-9,2,-3,-13,7,5,6,9,11,25,11,3,7,1,3,5,7,6,10,0,4,7,2,-5,13,23,15,17,11,6,8,16,-4,5,-3,5,-4,-6,4,14,22,14,8,3,6,4,7,-2,3,-14,-10,-7,9,1,-10,14,12,14,12,4,3,-1,11,-5,1,0,3,-7,-2,-5,-7,6,11,12,6,5,5,8,7,-5,-4,8,5,5,-3,13,1,14,14,17,13,6,14,3,0,18,8,16,9,3,13,-10,0,-1,9,18,5,-8,1,15,2,7,0,1,2,-12,-4,-10,11,13,14,4,10,7,-5,13,7,14,3,-8,-5,10,3,3,-1,-4,4,10,3,5,-3,3,9,-1,-13,-7,-6,-2,-12,2,-8,6,12,19,16,3,17,1,6,2,6,-9,6,4,0,-6,8,6,11,16,21,6,-1,9,8,13,10,24,-10,4,-4,-5,-8,5,31,24,20,11,10,-9,4,3,-3,6,4,5,16,4,-1,19,20,19,17,8,0,-11,9,1,5,5,8,5,11,4,-1,10,14,19,26,7,6,9,8,-3,3,2,2,-8,0,3,3,8,12,22,25,8,-2,13,8,5,-12,6,-6,17,4,8,-1
1532995138.1,-5,-14,-47,-29,-23,-29,12,12,12,0,0,4,0,11,14,3,-56,-114,-107,-70,-47,2,-28,10,-2,-7,-9,11,-1,0,14,11,-68,-106,-105,-105,-48,-26,-10,0,-11,-10,-6,-5,6,-2,-10,-6,-49,-88,-103,-69,-36,-20,-20,-23,-15,-2,5,8,2,1,-1,-1,-7,-17,-24,-16,-8,-19,-7,4,-18,-14,-7,2,5,5,6,-15,-13,3,-25,-12,-6,-27,-13,-16,-18,4,3,-4,-12,-12,-6,5,-8,-3,3,-5,-11,-7,9,-6,-11,6,2,12,8,-15,-11,-7,-6,-8,4,-9,-7,2,-13,2,4,2,-2,1,9,-2,6,1,11,4,7,7,1,-2,0,-4,-25,-13,-2,-13,-1,-10,-4,-5,9,8,5,12,-3,-2,-2,-17,2,-7,-14,3,7,-4,0,-2,16,19,13,9,11,-10,7,-1,8,-1,12,8,8,3,8,-3,0,11,14,14,11,-4,4,0,11,-1,-2,-9,2,-7,-3,-14,-1,16,10,17,6,9,-9,7,-3,3,-1,-7,-6,-15,9,1,21,23,19,3,-3,11,15,-8,-4,1,9,-2,2,-4,25,4,8,17,15,10,-4,17,3,-10,11,4,3,-4,18,12,8,5,12,13,7,6,0,5,-7,-10,1,0,-3,6,-17,-8,-15,-13,3,8,17,16,9,-15,-9,3,9,-1,-9,-15,-3,-10,-9,14,11,9,20,11,23,11,4,-3,6,3,1,1,4,2,0,7,13,20,18,18,10,28,13,5,20,20,6,4,6,15,-13,0,14,17,21,11,5,4,4,7,-7,5,5,-10,-12,13,-9,1,2,13,22,6,-2,8,11,17,-1,0,1,6,3,-7,6,-2,14,27,7,-3,16,3,14,-2,-4,-2,-3,-1,-7,1,12,22,14,9,21,22,17,12,9,15,4,-12,2,12,1,-9,-5,8,12,16,19,14,6,5,9,5,8,-4,-1,-4,-2,3,-8,-2,7,15,22,4,6,5,1,4,-3,8,2,-2,-7,4,12,-2,8,22,8,12,1,7,18,0,-6,-5,-1,-11,-18,-2,2,-4,9,21,26,22,4,23,-4,9,5,-4,-2,-6,4,-2,-1,-11,9,15,17,18,8,-9,-11,-1,8,9,7,10,-7,5,-12,10,3,7,22,17,2,-15,3,1,-2,7,10,-5,12,17,1,9,3,10,6,14,13,4,1,6,8,4,-15,-1,0,15,-7,-5,0,7,16,11,7,13,0,0,-2,2,-3,2,4,-2,2,-1,2,18,3,11,4,7,1,2,6,2,-5,8,12,2,-4,0
1532995138.108,-46,-13,-39,-29,-38,-21,0,0,4,0,-7,6,-3,-3,-4,4,-54,-107,-111,-73,-24,-12,-20,0,-2,6,0,0,3,-4,-7,0,-81,-105,-109,-108,-47,-18,-12,-2,3,0,-3,-9,3,-3,0,6,-47,-103,-92,-69,-42,-21,-18,-25,2,18,5,-2,2,-9,-9,1,-21,-26,-22,-25,-17,-17,-5,-11,-4,-14,-10,-5,2,-2,4,9,-5,1,-1,-9,-2,-12,-11,-3,-7,1,19,1,13,-3,5,0,6,16,-14,-8,-13,1,-6,-5,-13,6,-4,-5,-2,0,6,11,17,12,34,19,3,-2,-11,3,1,-10,-15,0,-3,0,22,6,3,15,15,10,-10,7,-7,-7,-5,16,4,8,2,-11,-3,-3,18,15,14,6,7,-3,12,-12,-13,-13,-1,-4,1,-14,4,-6,15,5,18,9,5,-5,2,6,-7,5,2,-6,17,-4,-3,-10,5,6,7,17,2,-2,5,4,2,11,-5,2,18,1,4,-9,7,14,22,13,4,14,-4,-14,7,-6,5,7,1,-3,4,6,11,9,21,0,13,13,27,9,3,-5,-7,-6,-4,1,2,0,4,12,17,1,10,-6,-8,-9,6,-11,0,-2,12,5,3,10,11,-1,15,18,1,-2,1,16,5,6,0,-4,-5,0,-2,-8,2,9,1,16,4,-6,3,-8,-2,-1,-3,14,3,-2,-3,16,5,10,7,8,21,13,0,1,4,-6,1,-3,-2,10,-2,-6,9,18,8,9,2,-7,-4,3,-4,-1,-6,-4,6,8,0,-7,13,21,6,14,15,0,-9,-1,-9,17,-10,1,-9,0,6,-3,7,14,11,0,12,0,10,3,-3,-3,4,-1,-12,-5,-2,-3,11,5,15,26,2,-1,7,8,0,-8,0,4,-5,-6,7,-1,19,21,17,2,0,5,2,10,2,-5,20,5,-8,10,-7,4,2,11,-3,14,4,-2,14,3,9,5,-7,-2,-8,-7,-13,-3,12,7,18,10,7,10,9,2,-2,14,-4,0,2,16,3,-6,-10,11,13,3,2,0,-10,10,6,3,-1,-4,-10,-3,4,4,16,33,19,24,14,2,4,1,4,2,-5,-1,-7,8,-13,-6,-1,22,10,9,-5,1,2,-3,6,1,10,6,-4,-1,-14,-16,9,5,21,6,8,1,-1,8,5,-2,4,-9,6,-4,-1,12,-7,14,19,30,3,6,3,4,3,-5,-15,-4,-9,11,-3,-5,2,13,16,14,4,15,5,9,-10,-13,6,4,7,6,0,-2,1,16,16,23,5,0,12,-6,-2,-4,-5,-10,9,-2,5,0
1532995138.116,-33,-15,-41,-36,-9,-21,5,5,0,0,-9,3,0,-5,-1,10,-52,-99,-110,-61,-37,-19,-9,4,-22,-3,-8,3,3,0,-7,14,-70,-104,-118,-96,-28,-11,-21,-9,-7,-3,4,7,-4,-8,-9,10,-39,-92,-110,-80,-26,2,9,-12,-8,-5,-13,-2,2,1,-6,-11,-19,-15,-21,-23,-11,-17,-8,-11,-10,-14,-3,-2,-14,-14,-9,-9,-9,5,0,-22,-3,-9,-17,-12,0,5,0,11,4,-2,-4,8,-1,-11,0,-6,6,-8,-15,-5,-4,6,-3,5,1,-2,3,-4,-2,0,1,-1,-9,11,-11,6,8,2,-4,6,6,-11,-2,-22,-7,13,10,12,2,-6,-10,-3,-2,12,-14,-14,-7,-10,-6,-2,13,16,18,8,10,9,-9,-3,-3,6,-6,-10,-5,-7,1,-2,14,6,10,17,21,-2,9,-3,-1,5,-12,0,11,-3,0,-6,13,19,8,6,-1,1,6,10,12,5,5,-7,-4,2,-2,-2,-3,12,10,19,23,5,3,11,1,7,-3,4,1,-15,4,16,10,10,13,5,7,0,8,-10,3,-2,0,-13,-4,8,14,1,9,1,9,0,3,0,-8,-3,15,11,7,4,18,6,21,11,1,9,4,5,-14,-5,1,-6,-13,-6,1,-1,-26,-5,1,-4,4,16,8,27,10,-3,0,-11,1,-7,4,-7,-3,2,-8,14,10,17,29,16,6,13,-3,11,4,-12,-4,0,4,26,16,7,17,16,15,23,8,2,-4,-1,3,5,-2,9,18,12,0,-6,6,19,12,7,9,-6,9,-1,6,2,9,-2,2,7,1,4,12,8,9,14,7,5,10,6,3,-9,-1,14,-3,-1,1,-14,4,14,22,17,17,2,4,8,-3,-5,-5,-5,12,1,16,0,9,19,27,7,6,14,8,10,14,-5,0,11,1,-6,-1,8,4,21,28,-8,-8,-5,20,-15,3,-7,-6,-14,-2,-6,4,-5,24,17,16,15,-13,10,6,-1,1,5,3,-9,2,-2,7,-2,-20,-2,14,8,-6,-11,8,16,3,-6,-2,-1,2,1,7,2,12,20,23,9,0,17,9,10,3,-1,-1,-12,2,1,-6,4,25,14,14,14,-2,-4,2,6,-3,9,-4,-8,-10,5,-14,-12,4,9,30,13,0,-2,-4,-15,-4,10,14,8,12,2,-2,1,7,18,6,24,9,8,5,-1,12,10,15,13,-6,9,-1,-5,4,6,11,19,4,-2,8,-2,-10,-10,9,-1,13,7,2,-4,-3,17,5,16,8,-17,3,-15,7,8,-4,-1,3,15,2,-14
1532995138.128,-9,-27,-40,-40,-26,-18,0,0,0,0,-5,-5,-9,-2,13,9,-40,-106,-106,-74,-47,-25,-1,-8,-10,-9,-7,-2,-7,3,6,0,-71,-110,-113,-113,-35,-28,-6,-7,-8,4,-1,5,6,-5,-18,3,-43,-92,-86,-58,-27,-18,-29,-4,4,9,13,-1,8,7,-9,-12,-20,-12,-33,-36,-22,-28,-13,-22,1,10,-2,-1,-1,-8,-5,3,-4,-5,-2,-7,-7,-13,-6,-10,1,-7,14,0,4,1,-13,-3,-2,11,-5,-3,-8,-12,-16,1,-14,7,-2,6,-8,-15,-3,1,18,19,18,5,-4,-14,-3,5,-12,0,-10,14,3,14,20,9,-2,6,14,9,4,7,11,-8,3,-12,-7,9,-7,-10,-8,0,3,0,3,8,0,15,-4,-4,-8,-21,-11,-9,7,-4,11,-9,7,21,2,4,4,5,11,-4,-2,15,-2,-5,8,0,4,-1,6,4,15,13,1,-12,1,-7,-2,3,-6,6,-1,-7,2,0,5,18,-1,12,15,1,1,0,-12,1,11,-1,-6,1,-13,0,6,25,23,11,15,16,0,8,-1,-10,5,-5,-4,-1,3,-15,14,13,-6,3,2,6,4,-1,-1,-13,11,-14,-9,-3,10,4,3,-3,2,20,18,17,6,9,20,4,-4,6,4,7,-7,-5,9,4,6,15,9,-10,-5,3,9,-3,5,6,3,-1,1,10,-3,8,30,7,8,4,8,7,6,-2,6,4,1,2,2,0,13,19,19,2,-14,5,-12,5,-2,18,11,19,24,3,1,6,5,10,16,7,8,6,-7,1,-13,9,-17,-10,-12,-2,8,3,14,10,4,11,8,-3,3,8,2,-17,3,6,0,5,5,-3,17,17,17,28,7,8,6,25,2,-4,5,4,-13,-6,11,5,8,22,25,9,5,2,-5,-6,1,-7,4,6,4,-6,-3,-5,9,18,-7,4,-14,1,-5,8,-7,0,-5,-10,-8,-15,-12,3,-1,5,32,12,3,4,8,1,0,9,-5,3,-1,4,-5,-6,-3,33,18,5,7,-2,1,0,-3,1,-7,-6,-7,9,1,1,14,17,29,21,13,14,0,3,3,0,8,0,4,1,10,12,9,8,20,20,14,10,13,-4,8,2,6,-2,7,0,-4,-10,8,12,26,10,5,1,12,4,-2,-1,9,-11,9,5,-11,13,3,6,12,24,13,-3,2,12,11,14,-7,5,-3,4,1,3,16,14,17,25,10,21,16,11,1,-9,-7,-6,-7,10,-7,-2,8,23,9,30,-8,-2,5,-4,3,0,0,8,-6,11,7,-3
1532995138.136,-26,-10,-35,-25,-27,-27,0,0,0,0,-7,1,8,-3,11,-10,-34,-107,-108,-73,-47,-9,-6,-5,-7,-16,-3,8,8,6,1,12,-65,-108,-112,-105,-48,-14,-11,-10,-2,-8,-10,2,-20,-6,-7,-8,-43,-106,-82,-76,-40,-28,-27,-10,6,3,11,-7,-3,0,-4,-10,-20,-16,-26,-15,-6,-14,-11,-9,-9,-9,9,-4,4,4,-3,-7,-1,-3,8,-8,0,-3,-7,3,-3,-7,-4,-19,-13,-10,7,-1,-5,1,-1,-8,-2,-15,-2,-12,1,4,2,6,3,-6,17,17,0,15,6,3,-1,1,2,2,3,0,7,11,-8,-9,0,5,5,8,9,7,-5,-12,6,15,-10,-2,-18,-7,4,11,-7,2,13,5,20,6,9,0,6,-17,-5,-5,-1,6,-3,-2,6,6,10,14,12,9,13,-8,6,-1,-12,0,-4,-5,13,-1,14,7,15,9,19,4,11,4,-1,3,7,-6,1,9,7,7,-3,-1,14,14,12,7,6,11,3,0,-1,8,-13,-14,-4,-3,3,2,15,33,12,12,-1,-6,2,4,-5,-10,-4,-8,-8,4,-2,-7,5,6,20,4,-4,0,-1,-1,-2,-16,-4,2,5,-1,14,12,15,2,15,3,-3,-11,1,-4,3,-2,3,-3,0,0,15,-6,-6,0,4,16,15,12,0,-6,8,-3,6,15,-13,7,-18,-3,0,22,28,17,17,10,9,3,2,-8,4,4,-6,7,9,11,16,21,8,12,13,2,2,-11,7,0,12,16,5,5,5,-5,5,4,11,17,8,6,3,-2,-5,0,2,-10,4,3,-9,-1,14,17,18,9,23,3,10,17,4,1,-5,-3,-1,-8,-3,-7,9,19,3,20,10,-7,-2,10,-11,-4,3,-4,-3,0,3,-2,5,10,11,13,2,8,-4,-6,6,-1,-7,0,9,1,-16,12,15,25,15,5,0,7,11,-1,13,15,5,-7,-6,-4,-3,-1,13,16,10,10,0,16,9,19,-7,6,-1,1,-2,0,9,-1,-15,20,13,12,7,3,2,3,-1,13,-1,-11,1,8,-1,-6,3,17,10,4,-1,8,9,9,-7,6,-2,0,1,-3,-7,11,-3,7,10,-2,0,10,8,5,4,13,13,15,4,-4,-4,-11,4,2,21,34,2,-2,2,-2,-6,11,16,-5,2,1,14,-1,-3,27,13,24,10,3,-3,-2,4,5,-3,5,-4,0,-4,-7,-6,19,13,23,9,3,5,14,0,-12,0,-6,1,12,-1,-6,2,22,13,17,4,-11,6,-1,17,9,7,2,5,7,7,7
